uid,sid
3129,173
3129,453
3129,37
3129,832
3129,720
3129,331
3129,274
3129,461
3129,288
3129,244
3129,1392
3129,136
3129,805
3129,1589
3129,1401
3129,819
3129,27
3129,237
3129,631
3129,23
3129,61
3129,1280
3129,826
3129,339
3129,1712
3129,374
3129,329
3129,688
3129,314
3615,370
3615,2054
3615,187
3615,1046
3615,223
3615,690
3615,931
3615,1377
3615,1770
3615,1681
3615,23
3615,1865
3615,311
3615,93
3615,958
3615,1051
3615,845
3615,409
3615,1355
3615,251
3615,8
3615,66
3615,46
3615,202
3615,337
3615,433
3615,249
3615,432
3615,689
3615,513
3615,1920
3615,1253
3615,2210
3615,2470
3615,809
3615,929
3615,2097
3615,50
3615,1766
3615,1338
3615,808
3615,1829
3615,1777
3615,1955
3615,45
3615,264
3615,196
3615,794
3615,181
3615,1291
3615,25
3615,2494
3615,211
3615,1058
3615,242
3615,372
3615,1795
3615,183
3615,3099
3615,1282
3615,275
3615,2233
3615,2104
3615,617
3615,2195
3615,1997
3615,1523
3615,481
3615,870
3615,3056
3615,67
3615,238
3615,1525
3615,1130
3615,454
3615,1520
3615,625
3615,2138
3615,2164
3615,602
3615,317
3615,250
3615,192
3615,243
3615,1191
3615,427
3615,627
3615,1055
3615,734
3615,2439
3615,18
3615,135
3615,1663
3615,65
3615,245
3615,611
3615,506
3615,1268
875,1
875,23
875,14
875,35
875,11
875,51
875,231
875,275
875,25
875,179
875,96
875,95
875,1130
875,182
875,37
875,1043
875,39
875,64
875,978
875,473
875,1436
875,239
875,236
875,1159
875,225
875,714
875,431
875,486
875,489
875,150
875,985
875,1447
1856,340
1856,112
1856,1
1856,72
1856,176
1856,211
1856,907
1856,905
1856,647
1856,274
1856,233
1856,498
1856,2
1856,644
1856,133
2508,100
2508,36
2508,234
2508,60
2508,17
2508,38
2508,311
2508,738
2508,22
2508,93
2508,905
2508,1
2508,253
2508,178
2508,421
2508,676
2508,94
2508,29
2508,39
2508,1058
2508,10
2508,37
3167,1263
3167,220
3167,2516
3167,1116
3167,1354
3167,681
3167,2435
3167,51
3167,275
3167,92
3167,93
3167,882
3167,697
3167,857
3167,698
3167,238
3167,432
3167,700
3167,1006
3167,424
3167,423
3167,1587
3167,429
3167,1044
3167,1175
3167,73
3167,900
3167,1536
3167,88
3167,1575
3167,2365
3167,94
3167,767
3167,1520
3167,304
3167,35
3167,180
3167,50
3167,55
3167,179
3167,14
3167,11
3167,609
3167,184
3167,181
3167,1525
3167,99
3167,174
3167,960
3167,1270
3167,510
3167,610
3167,182
3167,1051
3167,190
3167,178
3167,21
3167,176
3167,2671
3167,1377
3167,65
3167,87
3167,513
3167,499
3167,668
3167,70
3167,281
3167,614
3167,1283
3167,201
3167,625
3167,618
3167,1056
3167,80
3167,2317
3167,202
3167,2115
3167,2673
3167,506
3167,303
3167,185
3167,1906
3167,2164
3167,199
3167,194
3167,2561
3167,1539
3167,172
3167,247
3167,169
3167,1274
3167,1043
3167,211
3167,113
3167,3110
3167,1164
3167,1812
3167,162
3167,702
3167,222
3167,455
3167,231
3167,837
3167,893
3167,778
3167,160
3167,229
3167,955
3167,522
3167,77
3167,938
3167,144
3167,288
3167,845
3167,1025
3167,25
3167,1385
3167,1408
3167,97
3167,1399
3167,69
3167,117
3167,849
3167,143
3167,1570
3167,146
3167,1793
3167,679
3167,122
3167,986
3167,2442
3167,725
3167,684
3167,186
3167,1171
3167,1818
3167,875
3167,557
3167,795
3167,102
3167,105
3167,1030
3167,655
3167,638
3167,1182
3167,1029
3167,512
3167,212
3167,1078
3167,1809
3167,103
3167,756
3167,431
3167,1086
3167,1037
3167,988
3167,1187
3167,1034
3167,1186
3167,866
3167,540
3167,847
3167,1185
3167,1744
3167,603
3167,1191
3167,1721
3167,768
3167,2372
3167,2360
3167,2156
3167,1898
3167,2364
3167,1961
3167,2180
3167,736
3167,2484
3167,1828
3167,2085
3167,2390
3167,1198
3167,1716
3167,2318
3167,3024
3167,1454
3167,1105
3167,1560
3167,72
3167,60
3167,30
3167,306
3167,17
3167,192
3167,548
3167,352
3167,902
3167,2069
3167,1558
3167,161
3167,5
3167,1073
3167,1081
3167,262
3167,1944
3167,1156
3167,454
3167,459
3167,1273
3167,191
3167,1291
3167,91
3167,79
3167,686
3167,58
3167,1048
3167,905
3167,994
3167,1429
3167,1887
3167,892
3167,685
3167,1299
3167,1746
3167,235
3167,602
3167,844
3167,3111
3167,1665
3167,1571
3167,604
3167,1666
3167,972
3167,165
3167,320
3167,2315
3167,1184
3167,205
3167,1318
3167,109
3167,2869
3167,1738
3167,1748
3167,76
3167,486
3167,151
3167,224
3167,1310
3167,107
3167,2279
3167,1437
3167,2692
3167,1983
2357,609
2357,51
2357,275
2357,1130
2357,226
2357,1574
2357,239
2357,708
2357,982
2357,432
2357,1742
2357,1525
2357,353
2357,668
2357,538
2357,1856
2357,1914
2357,1915
2357,93
2357,651
2357,986
2357,987
2357,485
2357,1796
2357,577
2357,949
2357,52
2357,948
2357,140
2357,950
2357,266
2357,147
2357,3112
2357,946
2357,1402
2357,80
2357,211
3743,1362
3743,2967
3743,300
3743,418
3743,1354
3743,681
3743,1146
3743,2443
3743,1667
3743,227
3743,2210
3743,222
3743,180
3743,221
3743,229
3743,35
3743,50
3743,55
3743,51
3743,1903
3743,92
3743,1766
3743,967
3743,231
3743,1012
3743,179
3743,1532
3743,275
3743,1339
3743,3113
3743,459
3743,1275
3743,454
3743,97
3743,1982
3743,1768
3743,968
3743,2098
3743,14
3743,93
3743,29
3743,11
3743,37
3743,686
3743,184
3743,21
3743,611
3743,25
3743,79
3743,2136
3743,96
3743,1418
3743,486
3743,76
3743,219
3743,224
3743,1013
3743,1933
3743,484
3743,1622
3743,1081
3743,1073
3743,1141
3743,150
3743,680
3743,1559
1237,634
1237,2
1237,329
1237,7
1237,51
1237,1155
1237,275
1237,1952
1237,454
1237,982
1237,277
1237,1378
1237,347
1237,1100
1237,1162
1237,12
1237,93
1237,25
1237,1694
1237,160
1237,10
1237,149
1237,1137
1237,789
1237,180
1237,11
1237,54
1237,2062
1237,609
1237,72
1237,995
1237,1338
1237,498
1237,323
1237,836
1237,22
1237,853
1237,28
1237,266
1237,870
1237,564
1237,67
1237,1903
1237,882
1237,2061
1237,2335
1237,869
1237,962
1237,184
1237,99
1237,607
1237,1712
1237,203
1237,840
1237,608
1237,57
1237,1407
1237,79
1237,742
1237,421
1237,167
1237,1279
1237,174
1237,118
1237,176
1237,422
1237,1093
1237,1050
1237,502
1237,71
1237,610
1237,1268
1237,942
1237,82
1237,654
1237,623
1237,809
1237,1799
1237,2923
1237,857
1237,625
1237,1920
1237,2587
1237,1230
1237,852
1237,1181
1237,1171
1237,1241
1440,300
1440,370
1440,1257
1440,1800
1440,1265
1440,808
1440,11
1440,222
1440,275
1440,55
1440,50
1440,930
1440,500
1440,231
1440,184
1440,2133
1440,1130
1440,697
1440,498
1440,903
1440,189
1440,2647
1440,79
1440,193
1440,99
1440,152
1440,277
1440,856
1440,199
1440,185
1440,1222
1440,1448
1440,3011
1440,1768
1440,617
1440,1573
1440,207
1440,1542
1440,921
1440,700
1440,1267
1440,1308
1440,1764
1440,253
1440,825
1440,5
1440,1272
1440,1446
1440,609
1440,93
1440,176
1440,1290
1440,311
1440,391
1440,901
1440,302
1440,397
1440,1344
1440,1277
1440,1002
1440,265
1440,835
1440,160
1440,1613
1440,1758
1440,267
1440,1351
1440,293
1440,17
1440,16
1440,292
1440,326
1440,462
1440,1592
1440,383
1440,289
1440,259
1440,315
1440,232
1440,2413
1440,1137
1440,936
1440,2499
1440,10
1440,35
1440,834
1440,63
1440,290
1440,272
1440,706
1440,1232
1440,1233
1440,880
1440,8
1440,529
1440,22
1440,2
1440,71
1440,440
1440,1634
1440,1307
1440,386
1440,2662
1440,131
1440,513
1440,2309
1440,273
1440,841
1440,840
1440,2717
1440,116
1440,243
1440,1093
1440,0
1440,1603
1440,776
1440,2329
1440,890
1440,1429
1440,2512
1440,4
1440,845
1440,223
1440,475
1440,699
1440,192
1440,281
1440,668
1440,1459
1440,1978
1440,144
1440,837
1440,874
1440,1177
1440,1913
1440,635
1440,255
1440,1310
1440,2060
1440,49
1440,870
1440,607
1440,146
1440,133
1440,897
1440,135
1440,853
1440,67
1440,45
1440,743
1440,13
1440,752
1440,1919
1440,89
1440,934
1440,707
1440,612
1440,23
1440,1089
1440,1999
1440,756
1440,541
1440,143
1440,945
1440,1082
1440,1358
1440,742
1440,1785
1440,455
1440,9
1440,459
1440,959
1440,907
1440,271
1440,264
1440,345
1440,72
1440,32
1440,1988
1440,270
1440,461
1440,1393
801,809
801,220
801,634
801,51
801,678
801,95
801,491
801,484
801,72
801,60
801,487
801,192
801,688
801,176
801,595
801,548
801,155
801,1007
801,1824
801,1354
801,1116
801,161
801,668
801,1734
801,76
3430,112
3430,198
3430,29
3430,133
3430,131
3430,135
3430,1354
3430,132
3430,116
3430,50
3430,11
3430,35
3430,9
3430,6
3430,162
3430,241
3430,181
3430,1012
3430,229
3430,161
3430,905
3430,1933
3430,1358
3430,1824
3430,3076
3430,275
3430,173
3430,233
3430,626
3430,317
3430,238
3430,1333
3430,714
3430,1458
4234,1110
4234,13
4234,1116
4234,1354
4234,162
4234,161
4234,2228
4234,491
4234,1628
4234,595
4234,30
4234,1222
4234,965
4234,1989
4234,679
4234,668
4234,17
4234,1805
4234,155
4234,1991
4234,2523
4234,2982
4234,52
4234,1253
4234,419
4234,1614
4234,676
4234,824
4234,787
4234,1382
4234,1122
4234,951
4234,273
4234,788
4234,500
4234,776
4234,131
4234,1616
4234,1940
4234,1532
4234,285
4234,331
4234,1330
4234,300
4234,454
4234,93
4234,995
4234,630
4234,173
4234,275
4234,836
4234,91
4234,907
4234,1588
4234,606
4234,829
4234,1531
4234,92
4234,1777
4234,270
4234,2353
4234,1082
4234,37
4234,2141
4234,502
4234,29
4234,611
4234,996
4234,329
4234,529
4234,997
4234,1109
4234,119
4234,897
4234,1839
4234,755
4234,1754
4234,2677
4234,424
4234,264
4234,1589
4234,697
4234,1969
4234,254
4234,932
4234,1355
4234,1884
4234,244
4234,36
4234,999
4234,1443
4234,1392
4234,752
4234,964
4234,1329
4234,1458
4234,969
4234,266
4234,919
4234,1609
4234,314
4234,475
4234,88
4234,1783
4234,1121
4234,1992
4234,274
4234,188
4234,2
4234,2163
4234,1806
4234,934
4234,998
4234,1968
4234,308
4234,1769
4234,1266
4234,239
4234,1284
4234,898
4234,1331
4234,1855
4234,237
4234,2489
4234,1050
4234,391
4234,514
4234,731
4234,1537
4234,432
4234,1352
4234,445
4234,977
4234,1827
4234,786
4234,1401
4234,1393
4234,698
4234,238
4234,1175
4234,250
4234,3084
4234,1003
4234,644
4234,830
4234,762
4234,656
4234,974
4234,1798
4234,408
4234,827
4234,1971
4234,1365
4234,1141
4234,1575
4234,353
4234,246
4234,291
4234,1832
4234,1470
4234,622
4234,356
4234,2081
4234,325
4234,2299
4234,360
4234,733
4234,3105
4234,304
4234,1161
4234,2822
4234,1573
4234,1740
4234,2538
4234,482
4234,8
4234,22
4234,437
4234,319
4234,366
4234,1023
7,68
7,2713
7,13
7,2062
7,51
7,779
7,778
7,702
7,490
7,683
7,229
7,493
7,491
7,2552
7,2043
7,1116
7,1358
7,2466
7,811
7,226
109,753
109,654
109,756
109,1735
109,93
109,55
109,180
109,503
109,99
109,892
109,50
109,852
109,189
109,614
109,1333
109,173
109,901
109,241
109,15
109,80
109,238
109,303
109,65
109,978
109,424
109,311
109,1260
109,176
109,1008
109,201
109,45
109,135
109,27
109,223
109,684
109,49
2879,1749
2879,1116
2879,1354
2879,2159
2879,650
2879,51
2879,162
2879,1222
2879,176
2879,192
2879,60
2879,72
2879,30
2879,595
2879,100
2879,1824
2879,548
2879,1212
2879,2009
2879,2006
2879,1272
2879,668
2879,265
2879,229
2879,577
2879,509
2879,1397
2879,558
2879,2828
2879,1339
2879,634
2879,35
2879,233
2879,11
2879,55
2879,2211
2879,503
2879,180
2879,459
2879,1903
2879,179
2879,514
2879,436
2879,14
2879,502
2879,184
2879,513
2879,516
2879,882
2879,70
2879,244
2879,21
2879,1268
2879,3104
2879,241
2879,1130
2879,1525
2879,181
2879,698
2879,247
2879,189
2879,73
2879,80
2879,245
2879,1297
2879,1775
2879,298
2879,202
2879,87
2879,177
2879,1284
2879,193
2879,725
2879,186
2879,980
2879,602
2879,892
2879,1573
2879,673
2879,1278
2879,1010
2879,708
2879,1765
2879,205
2879,1666
2879,605
2879,1183
2879,1798
2879,1952
2879,986
2879,185
2879,604
2879,762
2879,2072
2879,1307
2879,2525
2879,667
2879,1961
2879,2156
2879,1151
2879,1179
2879,653
2879,1574
2879,1624
2879,2931
2879,2676
2879,227
2879,221
2879,454
2879,230
2879,1334
2879,93
2879,275
2879,37
2879,239
2879,314
2879,2808
2879,269
2879,651
2879,515
2879,626
2879,697
2879,1363
2879,1002
2879,714
2879,899
2879,238
2879,652
2879,656
2879,1218
2879,978
2879,1175
2879,283
2879,246
2879,984
2879,977
2879,3022
2879,355
2879,660
2879,98
2879,2017
2879,1162
2879,2025
2879,473
2879,2871
2879,662
2879,2741
2879,2351
2879,3114
2879,457
2879,144
2879,66
2879,1205
2879,521
2879,522
2879,8
2879,523
2879,143
2879,95
2879,296
2879,224
2879,2
2879,46
2879,145
2879,249
2879,22
2879,437
2879,532
2879,435
2879,529
2879,538
2879,543
2879,350
2879,560
2879,447
2879,485
2879,377
2879,333
2879,674
2879,1694
2879,1064
2879,256
2879,20
2879,32
2879,228
2879,3
2879,1611
2879,456
2879,354
2879,458
2879,345
2879,326
2879,295
2879,468
2879,587
2879,462
2879,335
2879,633
2879,222
2879,231
2879,12
2879,983
2879,290
2879,264
2879,1663
2879,682
2879,280
2879,846
2879,496
2879,313
2879,153
2879,890
2879,165
2879,1571
2879,1744
2879,85
2879,328
2879,549
2879,1057
2879,1832
2879,2911
2879,641
2879,2456
2879,1665
2879,3115
2879,3116
2879,1406
2879,2315
2879,2085
2879,2680
2879,1757
2879,884
2879,232
2879,1778
2879,887
2879,1891
2879,2537
2879,2070
2879,2910
2879,470
2879,778
2879,837
2879,1170
2879,25
2879,1025
2879,69
2879,1399
2879,146
2879,160
2879,1181
2879,97
2879,96
2879,102
2879,101
2879,756
2879,1423
2879,1895
2879,1195
2879,3017
2879,2254
2879,3117
287,94
287,263
287,46
287,1
287,66
287,1050
287,431
287,978
287,170
287,1436
287,979
287,719
287,2153
287,274
287,1742
287,1525
287,1060
287,1596
287,476
287,490
287,2529
287,1679
287,651
287,1915
287,1163
287,25
287,577
287,1564
287,1962
287,522
287,333
287,2081
287,1365
287,565
287,746
287,144
287,1870
287,36
287,434
287,1661
287,3025
287,2973
287,182
287,2622
287,900
287,1304
287,2421
287,132
287,3104
287,841
287,41
287,1359
287,21
287,2156
287,716
287,1642
287,652
287,15
287,498
287,346
287,342
287,2
287,1905
287,910
287,20
287,313
287,2525
287,1704
287,1561
287,1795
287,3052
287,38
287,329
287,24
287,942
287,1062
287,1440
287,23
287,810
287,491
287,1714
287,874
287,121
287,1084
287,2833
287,1542
287,338
287,1430
287,496
287,2106
287,430
287,658
287,112
287,60
287,1075
287,759
287,959
287,2505
287,868
287,1458
287,169
287,752
287,136
287,483
287,844
287,584
287,220
287,931
287,789
287,506
287,1204
287,103
287,71
287,521
287,1369
287,911
287,2021
287,1405
287,964
287,1088
287,242
287,391
287,1019
287,3118
287,232
287,573
287,2115
287,80
287,1240
287,612
287,1632
287,294
287,826
287,899
287,2297
287,26
287,2508
287,766
287,148
287,1813
287,146
287,106
287,62
287,3119
287,185
287,212
287,799
287,125
287,457
287,18
287,691
287,31
287,22
287,176
287,3120
287,502
287,1578
287,444
287,421
287,1134
287,2093
287,158
287,256
287,11
287,1459
287,87
287,268
287,236
287,104
287,2526
287,512
287,135
287,429
287,768
287,372
287,2184
287,535
287,1465
287,582
287,876
287,636
287,306
287,97
287,2375
287,703
287,202
287,1618
287,1131
287,302
287,149
287,634
287,1850
287,571
287,68
287,141
287,179
287,388
287,865
287,3121
287,383
287,54
287,1835
287,64
287,334
287,2286
287,2586
287,195
287,285
287,1082
287,897
287,1599
287,2619
287,1121
287,1495
287,597
287,1488
287,450
287,385
287,731
287,1536
287,102
287,154
287,120
287,1474
287,127
287,361
287,792
287,524
287,318
287,286
287,516
287,139
287,1222
287,1682
287,2062
287,178
287,1730
287,442
287,326
287,1496
287,100
287,1831
287,77
287,142
287,877
287,2098
287,229
287,1519
287,82
287,3013
287,608
287,1999
287,88
287,328
287,1318
287,233
287,289
287,2119
287,816
287,3122
287,594
287,1509
287,351
287,960
287,938
287,465
287,1610
287,111
287,1539
287,273
287,1038
287,523
287,657
287,2071
287,1053
287,19
287,661
287,445
287,96
287,729
287,155
287,1995
287,687
287,1137
287,1801
287,2509
287,1024
287,1920
287,1288
287,1466
287,357
287,1008
287,330
287,662
287,1380
287,1003
287,1918
287,262
287,250
287,870
287,644
287,171
287,1029
287,348
287,1943
287,798
287,200
287,1671
287,1592
287,569
287,9
287,1281
287,2607
287,1892
287,1058
287,943
287,888
287,159
287,1424
287,1643
287,193
287,1036
287,345
287,296
287,317
287,664
287,190
287,478
287,908
287,1289
287,1010
287,837
287,180
287,245
287,1338
287,45
287,13
287,1178
287,822
287,757
287,1190
287,57
287,1211
287,3123
287,720
287,208
287,216
287,124
287,74
287,259
287,376
287,647
287,198
287,14
287,614
287,35
287,251
287,834
287,1225
287,234
287,50
287,2107
287,65
287,55
287,420
287,898
287,241
287,985
287,1464
287,1377
287,602
287,32
287,676
287,1315
287,89
287,17
287,166
287,1412
287,72
287,1014
287,81
287,350
287,349
287,433
287,337
287,435
287,390
287,8
287,321
287,560
287,375
287,264
287,312
287,530
287,91
287,1616
287,439
287,1063
287,1672
287,244
287,95
287,707
287,3124
287,143
287,360
287,167
287,526
287,630
287,247
287,568
287,7
287,276
287,1797
287,1043
287,344
287,1482
287,152
287,37
287,339
287,243
287,793
287,201
287,98
287,110
287,867
287,382
287,1636
287,1452
287,2096
287,648
287,85
287,1591
287,663
287,835
287,78
287,528
287,2272
287,654
287,2138
287,739
287,1877
287,237
287,406
287,246
287,1077
287,912
287,188
287,356
287,189
287,293
287,1039
287,1669
287,427
287,728
287,1787
287,2288
287,1490
287,428
287,446
287,845
287,10
287,1812
287,1120
287,272
287,114
287,115
287,3026
3855,2
3855,149
3855,176
3855,14
3855,221
3855,227
3855,1116
3855,824
3855,51
3855,131
3855,134
3855,267
3855,132
3855,454
3855,1382
3855,37
3855,273
3855,1330
3855,1389
3855,180
3855,634
3855,179
3855,229
3855,773
3855,231
3855,11
3855,686
3855,290
3855,163
3855,234
3855,235
3855,185
3855,165
3855,549
3855,87
3855,1450
3855,328
3855,1030
3855,445
3855,313
3855,1622
3855,559
3855,641
3855,1597
3855,981
3855,524
3855,142
3855,139
3855,843
3855,144
3855,837
3855,151
3855,269
3855,272
3855,706
3855,274
3855,852
3855,650
3855,430
3855,1574
3855,334
3855,1249
3855,1209
3855,259
3855,330
3855,1806
3855,660
3855,985
3855,1423
3855,2093
3855,1694
3855,523
3855,8
3855,521
3855,457
3855,294
3855,66
3855,265
3855,22
3855,95
3855,434
3855,143
3855,96
3855,436
3855,1205
3855,71
3855,296
3855,688
3855,439
3855,158
3855,46
3855,433
3855,435
3855,540
3855,104
3855,432
3855,155
3855,342
3855,440
3855,1703
3855,560
3855,509
3855,1070
3855,631
3855,361
3855,219
3855,476
3855,38
3855,228
3855,626
3855,577
3855,36
3855,627
3855,345
3855,295
3855,2091
3855,1120
3855,326
3855,587
3855,1670
3855,640
3855,485
3855,341
3855,977
3855,1528
3855,2495
3855,1863
3855,563
3855,701
3855,45
3855,146
3855,119
3855,140
3855,156
3855,141
3855,687
3855,484
3855,153
3855,60
3855,166
3855,709
3855,123
3855,1451
3855,698
3855,76
3855,1547
3855,803
3855,1036
3855,127
3855,338
3855,1034
3855,124
3855,1063
3855,150
3855,573
242,1560
242,2186
242,45
242,161
242,668
242,1143
242,1073
242,486
242,139
242,1138
242,706
242,880
242,274
242,664
242,151
242,1233
242,1246
242,1243
242,1234
242,1238
242,334
242,553
242,985
242,121
242,1030
242,1231
242,1651
242,650
242,1236
242,2002
242,1249
242,1091
242,2093
242,1248
242,1194
242,463
242,2251
242,1422
242,677
242,1423
242,1596
242,1695
242,2586
242,1806
242,2250
242,1693
242,3125
242,2865
242,2386
242,2937
242,2864
242,236
242,734
242,605
242,1116
242,418
242,1901
242,992
242,472
242,978
242,2656
242,51
242,473
242,275
242,1078
242,1436
242,408
242,904
242,680
242,239
242,1524
242,719
242,979
242,1678
242,1158
242,454
242,489
242,76
242,983
242,476
242,353
242,1159
242,225
242,477
242,538
242,714
242,93
242,1162
242,651
242,12
242,626
242,1425
242,1163
242,29
242,485
242,986
242,2256
242,577
242,224
242,2410
1921,184
1921,22
1921,580
1921,134
1921,14
1921,66
1921,45
1921,120
1921,139
1921,60
1921,634
1921,8
1921,119
1921,46
1921,144
1921,434
1921,149
1921,95
1921,143
1921,96
1921,564
1921,165
1921,280
1921,1261
1921,101
1921,97
1921,102
1921,431
1921,307
1921,636
1921,435
1921,278
1921,549
1921,459
1921,803
1921,687
1921,99
1921,433
1921,121
1921,313
1921,145
1921,1657
1921,76
1921,328
1921,98
1921,100
1921,106
1921,166
1921,127
1921,153
1921,152
1921,560
1921,155
1921,606
1921,173
1921,283
1921,208
1921,292
1921,215
1921,424
1921,94
1921,65
1921,257
1921,295
1921,845
1921,932
1921,900
1921,211
1921,253
1921,293
1921,176
1921,291
1921,302
1921,985
1921,755
1921,68
1921,697
1921,123
1921,1315
1921,332
1921,138
1921,1051
1921,609
1921,1756
1921,1267
1921,37
1921,996
1921,51
1921,233
1921,112
1921,72
1921,264
1921,637
1921,223
1921,907
1921,93
1921,39
1921,997
1921,676
1921,75
1921,219
1921,19
1921,752
1921,626
1921,116
1921,931
1921,498
1921,595
1921,50
1921,9
1921,49
1921,35
1921,1418
1921,55
1921,47
1921,1017
1921,26
1921,181
1921,179
1921,774
1921,71
1921,10
1921,481
1921,1569
1921,290
1921,1089
1921,1829
1921,13
1921,277
1921,255
1921,1787
1921,503
1921,789
1921,1016
1921,80
1921,78
1921,21
1921,81
1921,1766
1921,15
1921,7
1921,87
1921,436
1921,268
1921,2290
1921,608
1921,11
1921,1669
1921,222
1921,229
1921,778
1921,455
1921,117
1921,25
1921,146
1921,499
1921,505
1921,362
1921,445
1921,1023
1921,337
1921,976
1921,38
1921,486
1921,1429
1921,726
1921,224
1921,678
1921,2427
1921,234
1921,17
1921,1358
1921,496
1921,811
1921,432
1921,326
1921,256
1921,462
1921,656
1921,703
1921,41
1921,88
1921,242
1921,259
1921,31
1921,85
1921,446
1921,668
1921,632
1921,756
1921,559
1921,2165
1921,1354
1921,1827
1921,161
1921,1525
2793,2372
2793,1641
2793,2167
2793,719
2793,96
2793,1030
2793,436
2793,231
2793,25
2793,1187
2793,234
2793,11
2793,95
2793,638
2793,1181
2793,703
2793,427
2793,2157
2793,247
2793,224
2793,97
2793,639
2793,1163
2793,428
2793,202
2793,1208
2793,242
2793,158
2793,509
2793,206
2793,560
2793,321
2793,716
2793,361
2793,1024
2793,1198
2793,375
2793,1810
2793,2176
2793,148
2793,2093
2793,990
2793,100
2793,155
2793,152
2793,547
2793,1375
2793,677
2793,1169
2793,104
2793,1555
2793,1152
2793,1963
2793,2687
2793,2254
2901,46
2901,1364
2901,634
2901,94
2901,2778
2901,95
2901,51
2901,678
2901,668
2901,72
2901,650
2901,679
2901,60
2901,30
2901,306
2901,535
2901,688
2901,548
2901,1212
2901,1205
2901,1758
2901,2624
2901,227
2901,221
2901,275
2901,785
2901,1334
2901,52
2901,131
2901,133
2901,272
2901,119
2901,300
2901,676
2901,233
2901,273
2901,454
2901,947
2901,1382
2901,92
2901,239
2901,37
2901,135
2901,134
2901,269
2901,314
2901,264
2901,274
2901,116
2901,317
2901,731
2901,1354
2901,529
2901,651
2901,331
2901,882
2901,329
2901,2
2901,27
2901,132
2901,997
2901,637
2901,169
2901,819
2901,1459
2901,649
2901,1937
2901,644
2901,720
2901,652
2901,353
2901,283
2901,687
2901,374
2901,655
2901,1539
2901,631
2901,339
2901,2163
2901,984
2901,1358
2901,826
2901,1524
2901,673
2901,1537
2901,1832
2901,1218
2901,1953
2901,8
2901,1204
2901,522
2901,457
2901,265
2901,517
2901,538
2901,66
2901,143
2901,524
2901,144
2901,249
2901,437
2901,217
2901,526
2901,96
2901,71
2901,152
2901,549
2901,296
2901,22
2901,509
2901,527
2901,440
2901,602
2901,525
2901,542
2901,242
2901,149
2901,563
2901,9
2901,790
2901,1346
2901,11
2901,55
2901,7
2901,6
2901,179
2901,841
2901,959
2901,781
2901,630
2901,180
2901,1016
2901,2053
2901,160
2901,778
2901,229
2901,222
2901,1170
2901,455
2901,231
2901,1408
2901,1025
2901,117
2901,1604
2901,142
2901,45
2901,565
2901,570
2901,121
2901,118
2901,1076
2901,1450
2901,577
2901,80
2901,313
2901,1967
2901,24
2901,127
2901,333
2901,103
2901,612
2901,2734
2901,63
2901,172
2901,755
2901,190
2901,223
2901,697
2901,1938
2901,473
2901,39
2901,1809
2901,277
2901,163
2901,499
2901,890
2901,846
2901,675
2901,516
2901,234
2901,165
2901,87
2901,445
2901,2315
2901,113
2901,1402
2901,1548
2901,35
2901,636
2901,840
2901,1021
2901,25
2901,1818
2901,146
2901,97
2901,1175
2901,875
2901,1086
2901,664
2901,483
2901,1171
2901,154
2901,102
2901,166
2901,368
2901,106
2901,704
2901,1208
2901,159
2901,512
2901,1178
2901,746
2901,521
2901,523
2901,2988
2901,552
2901,696
2901,447
2901,1209
2901,692
2901,695
2901,1024
2901,3126
2901,1810
2901,1544
2901,1135
2901,1993
2901,178
2901,803
2901,740
2901,1229
2901,853
2901,1794
2901,1778
2901,1757
2901,647
2901,232
2901,1397
2901,1237
2901,706
2901,139
2901,880
2901,151
2901,864
2901,1234
2901,1246
2901,852
2901,1692
2901,50
2901,49
2901,1777
2901,1761
2901,1418
2901,243
2901,141
2901,1260
2901,1137
2901,2309
2901,907
2901,238
2901,513
2901,112
2901,192
2901,502
2901,338
2901,181
2901,2128
2901,1770
2901,754
2901,81
2901,136
2901,186
2901,237
2901,74
2901,1942
2901,987
2901,607
2901,648
2901,1010
2901,199
2901,2110
2901,1043
2901,1036
2901,1679
2901,1118
2901,2557
2901,1
2901,73
2901,1141
2901,804
2901,1831
2901,669
2901,2017
2901,2422
2901,1330
2901,789
2901,1554
2901,1988
2901,774
2901,835
2901,263
2901,793
2901,794
2901,773
2901,290
2901,292
2901,1400
2901,799
2901,267
2901,21
2901,236
2901,1893
2901,1254
2901,714
2901,168
2901,1250
2901,1035
2901,1966
2901,1082
2901,700
2901,1393
2901,364
2901,213
2901,1834
2901,371
2901,915
2901,1159
2901,2771
2901,420
3013,100
3013,46
3013,486
3013,1073
3013,66
3013,14
3013,634
3013,144
3013,8
3013,45
3013,143
3013,564
3013,149
3013,95
3013,146
3013,434
3013,120
3013,296
3013,97
3013,102
3013,636
3013,74
3013,435
3013,119
3013,322
3013,152
3013,433
3013,280
3013,106
3013,431
3013,76
3013,337
3013,567
3013,526
3013,350
3013,105
3013,650
3013,1075
3013,440
3013,50
3013,179
3013,55
3013,11
3013,264
3013,317
3013,274
3013,316
3013,30
3013,51
3013,75
3013,173
3013,229
3013,318
3013,329
3013,22
3013,23
3013,560
3013,446
3013,291
1177,232
1177,331
1177,1998
1177,35
1177,9
1177,2872
1177,1913
1177,1883
1177,1891
1177,884
1177,1789
1177,1778
1177,2133
1177,1896
1177,1790
1177,647
1177,1041
1177,1040
1177,1820
1177,1054
2515,119
2515,726
2515,46
2515,1354
2515,418
