	movie_emb_id	title	genre
1004	1016	Swiss Family Robinson (1960)	Adventure|Children's
1005	1017	That Darn Cat! (1965)	Children's|Comedy|Mystery
1006	1018	20,000 Leagues Under the Sea (1954)	Adventure|Children's|Fantasy|Sci-Fi
1007	1019	Cool Runnings (1993)	Comedy
1008	1020	Angels in the Outfield (1994)	Children's|Comedy
1009	1021	Cinderella (1950)	Animation|Children's|Musical
1010	1022	Winnie the Pooh and the Blustery Day (1968)	Animation|Children's
1011	1023	Three Caballeros, The (1945)	Animation|Children's|Musical
1012	1024	Sword in the Stone, The (1963)	Animation|Children's
1013	1025	So Dear to My Heart (1949)	Children's|Drama
1014	1026	Robin Hood: Prince of Thieves (1991)	Drama
1015	1027	Mary Poppins (1964)	Children's|Comedy|Musical
1016	1028	Dumbo (1941)	Animation|Children's|Musical
1017	1029	Pete's Dragon (1977)	Adventure|Animation|Children's|Musical
1018	1030	Bedknobs and Broomsticks (1971)	Adventure|Children's|Musical
1019	1031	Alice in Wonderland (1951)	Animation|Children's|Musical
1020	1032	Fox and the Hound, The (1981)	Animation|Children's
1021	1033	Freeway (1996)	Crime
1022	1034	Sound of Music, The (1965)	Musical
1023	1035	Die Hard (1988)	Action|Thriller
1024	1036	Lawnmower Man, The (1992)	Action|Sci-Fi|Thriller
1025	1037	Unhook the Stars (1996)	Drama
1026	1038	Synthetic Pleasures (1995)	Documentary
1027	1039	Secret Agent, The (1996)	Drama
1028	1040	Secrets & Lies (1996)	Drama
1029	1041	That Thing You Do! (1996)	Comedy
1030	1042	To Gillian on Her 37th Birthday (1996)	Drama|Romance
1031	1043	Surviving Picasso (1996)	Drama
1032	1044	Love Is All There Is (1996)	Comedy|Drama
1033	1045	Beautiful Thing (1996)	Drama|Romance
1034	1046	Long Kiss Goodnight, The (1996)	Action|Thriller
1035	1048	Ghost and the Darkness, The (1996)	Action|Adventure
1036	1049	Looking for Richard (1996)	Documentary|Drama
1037	1050	Trees Lounge (1996)	Drama
1038	1051	Proprietor, The (1996)	Drama
1039	1052	Normal Life (1996)	Crime|Drama
1040	1053	Get on the Bus (1996)	Drama
1041	1054	Shadow Conspiracy (1997)	Thriller
1042	1055	Jude (1996)	Drama
1043	1056	Everyone Says I Love You (1996)	Comedy|Musical|Romance
1044	1057	Bitter Sugar (Azucar Amargo) (1996)	Drama
1045	1058	William Shakespeare's Romeo and Juliet (1996)	Drama|Romance
1046	1059	Swingers (1996)	Comedy|Drama
1047	1060	Sleepers (1996)	Crime|Drama
1048	1061	Sunchaser, The (1996)	Drama
1049	1062	Johns (1996)	Drama
1050	1063	Aladdin and the King of Thieves (1996)	Animation|Children's|Comedy
1051	1064	Woman in Question, The (1950)	Mystery
1052	1065	Shall We Dance? (1937)	Comedy|Musical|Romance
1053	1066	Damsel in Distress, A (1937)	Comedy|Musical|Romance
1054	1067	Crossfire (1947)	Crime|Film-Noir
1055	1068	Murder, My Sweet (1944)	Film-Noir|Thriller
1056	1069	Macao (1952)	Adventure
1057	1070	For the Moment (1994)	Romance|War
1058	1072	Willy Wonka and the Chocolate Factory (1971)	Adventure|Children's|Comedy|Fantasy
1059	1074	Sexual Life of the Belgians, The (1994)	Comedy
1060	1075	Innocents, The (1961)	Thriller
1061	1076	Sleeper (1973)	Comedy|Sci-Fi
1062	1077	Bananas (1971)	Comedy|War
1063	1078	Fish Called Wanda, A (1988)	Comedy
1064	1079	Monty Python's Life of Brian (1979)	Comedy
1065	1080	Victor/Victoria (1982)	Comedy|Musical
1066	1081	Candidate, The (1972)	Drama
1067	1082	Great Race, The (1965)	Comedy|Musical
1068	1083	Bonnie and Clyde (1967)	Crime|Drama
1069	1084	Old Man and the Sea, The (1958)	Adventure|Drama
1070	1085	Dial M for Murder (1954)	Mystery|Thriller
1071	1086	Madame Butterfly (1995)	Musical
1072	1087	Dirty Dancing (1987)	Musical|Romance
1073	1088	Reservoir Dogs (1992)	Crime|Thriller
1074	1089	Platoon (1986)	Drama|War
1075	1090	Weekend at Bernie's (1989)	Comedy
1076	1091	Basic Instinct (1992)	Mystery|Thriller
1077	1092	Doors, The (1991)	Drama|Musical
1078	1093	Crying Game, The (1992)	Drama|Romance|War
1079	1094	Glengarry Glen Ross (1992)	Drama
1080	1095	Sophie's Choice (1982)	Drama
1081	1096	E.T. the Extra-Terrestrial (1982)	Children's|Drama|Fantasy|Sci-Fi
1082	1097	Search for One-eye Jimmy, The (1996)	Comedy
1083	1098	Christmas Carol, A (1938)	Drama
1084	1099	Days of Thunder (1990)	Action|Romance
1085	1100	Top Gun (1986)	Action|Romance
1086	1101	American Strays (1996)	Action
1087	1102	Rebel Without a Cause (1955)	Drama
1088	1103	Streetcar Named Desire, A (1951)	Drama
1089	1104	Children of the Corn IV: The Gathering (1996)	Horror
1090	1105	Leopard Son, The (1996)	Documentary
1091	1106	Loser (1991)	Comedy
1092	1107	Prerokbe Ognja (1995)	Documentary
1093	1108	Charm's Incidents (1996)	Drama
1094	1109	Bird of Prey (1996)	Action
1095	1110	Microcosmos (Microcosmos: Le peuple de l'herbe) (1996)	Documentary
1096	1111	Palookaville (1996)	Action|Drama
1097	1112	Associate, The (1996)	Comedy
1098	1113	Funeral, The (1996)	Drama
1099	1114	Sleepover (1995)	Comedy|Drama
1100	1115	Single Girl, A (La Fille Seule) (1995)	Drama
1101	1116	Eighth Day, The (Le Huitième jour ) (1996)	Drama
1102	1117	Tashunga (1995)	Adventure|Western
1103	1118	Drunks (1997)	Drama
1104	1119	People vs. Larry Flynt, The (1996)	Drama
1105	1120	Glory Daze (1996)	Drama
1106	1121	Plutonium Circus (1995)	Documentary
1107	1122	Perfect Candidate, A (1996)	Documentary
1108	1123	On Golden Pond (1981)	Drama
1109	1124	Return of the Pink Panther, The (1974)	Comedy
1110	1125	Drop Dead Fred (1991)	Comedy|Fantasy
1111	1126	Abyss, The (1989)	Action|Adventure|Sci-Fi|Thriller
1112	1127	Fog, The (1980)	Horror
1113	1128	Escape from New York (1981)	Action|Adventure|Sci-Fi|Thriller
1114	1129	Howling, The (1980)	Horror
1115	1130	Jean de Florette (1986)	Drama
1116	1131	Manon of the Spring (Manon des sources) (1986)	Drama
1117	1132	Talking About Sex (1994)	Comedy|Drama
1118	1133	Johnny 100 Pesos (1993)	Action|Drama
1119	1134	Private Benjamin (1980)	Comedy
1120	1135	Monty Python and the Holy Grail (1974)	Comedy
1121	1136	Hustler White (1996)	Romance
1122	1137	Dadetown (1995)	Documentary
1123	1138	Everything Relative (1996)	Drama
1124	1139	Entertaining Angels: The Dorothy Day Story (1996)	Drama
1125	1140	Hoogste tijd (1995)	Drama
1126	1141	Get Over It (1996)	Drama
1127	1142	Three Lives and Only One Death (1996)	Comedy
1128	1143	Line King: Al Hirschfeld, The (1996)	Documentary
1129	1144	Snowriders (1996)	Documentary
1130	1145	Curtis's Charm (1995)	Comedy|Drama
1131	1146	When We Were Kings (1996)	Documentary
1132	1147	Wrong Trousers, The (1993)	Animation|Comedy
1133	1148	JLG/JLG - autoportrait de décembre (1994)	Documentary|Drama
1134	1149	Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)	Drama
1135	1150	Faust (1994)	Animation|Comedy|Thriller
1136	1151	He Walked by Night (1948)	Crime|Film-Noir|Thriller
1137	1152	Raw Deal (1948)	Film-Noir
1138	1153	T-Men (1947)	Film-Noir
1139	1154	Invitation, The (Zaproszenie) (1986)	Drama
1140	1155	Children Are Watching us, The (Bambini ci guardano, I) (1942)	Drama
1141	1156	Symphonie pastorale, La (1946)	Drama
1142	1157	Here Comes Cookie (1935)	Comedy
1143	1158	Love in Bloom (1935)	Romance
1144	1159	Six of a Kind (1934)	Comedy
1145	1160	Tin Drum, The (Blechtrommel, Die) (1979)	Drama
1146	1161	Ruling Class, The (1972)	Comedy
1147	1162	Mina Tannenbaum (1994)	Drama
1148	1163	Two or Three Things I Know About Her (1966)	Drama
1149	1164	Bloody Child, The (1996)	Drama|Thriller
1150	1165	Farmer & Chase (1995)	Comedy
1151	1166	Dear God (1996)	Comedy
1152	1167	Bad Moon (1996)	Horror
1153	1168	American Dream (1990)	Documentary
1154	1169	Best of the Best 3: No Turning Back (1995)	Action
1155	1170	Bob Roberts (1992)	Comedy
1156	1171	Cinema Paradiso (1988)	Comedy|Drama|Romance
1157	1172	Cook the Thief His Wife & Her Lover, The (1989)	Drama
1158	1173	Grosse Fatigue (1994)	Comedy
1159	1174	Delicatessen (1991)	Comedy|Sci-Fi
1160	1175	Double Life of Veronique, The (La Double Vie de Véronique) (1991)	Drama
1161	1176	Enchanted April (1991)	Drama
1162	1177	Paths of Glory (1957)	Drama|War
1163	1178	Grifters, The (1990)	Crime|Drama|Film-Noir
1164	1179	Hear My Song (1991)	Comedy
1165	1180	Shooter, The (1995)	Action
1166	1182	English Patient, The (1996)	Drama|Romance|War
1167	1183	Mediterraneo (1991)	Comedy|War
1168	1184	My Left Foot (1989)	Drama
1169	1185	Sex, Lies, and Videotape (1989)	Drama
1170	1186	Passion Fish (1992)	Drama
1171	1187	Strictly Ballroom (1992)	Comedy|Romance
1172	1188	Thin Blue Line, The (1988)	Documentary
1173	1189	Tie Me Up! Tie Me Down! (1990)	Drama
1174	1190	Madonna: Truth or Dare (1991)	Documentary
1175	1191	Paris Is Burning (1990)	Documentary
1176	1192	One Flew Over the Cuckoo's Nest (1975)	Drama
1177	1193	Up in Smoke (1978)	Comedy
1178	1195	Star Wars: Episode V - The Empire Strikes Back (1980)	Action|Adventure|Drama|Sci-Fi|War
1179	1196	Princess Bride, The (1987)	Action|Adventure|Comedy|Romance
1180	1197	Raiders of the Lost Ark (1981)	Action|Adventure
1181	1198	Brazil (1985)	Sci-Fi
1182	1199	Aliens (1986)	Action|Sci-Fi|Thriller|War
1183	1200	Good, The Bad and The Ugly, The (1966)	Action|Western
1184	1201	Withnail and I (1987)	Comedy
1185	1202	12 Angry Men (1957)	Drama
1186	1203	Lawrence of Arabia (1962)	Adventure|War
1187	1204	Transformers: The Movie, The (1986)	Action|Animation|Children's|Sci-Fi|Thriller|War
1188	1205	Clockwork Orange, A (1971)	Sci-Fi
1189	1206	To Kill a Mockingbird (1962)	Drama
1190	1207	Apocalypse Now (1979)	Drama|War
1191	1208	Once Upon a Time in the West (1969)	Western
1192	1209	Star Wars: Episode VI - Return of the Jedi (1983)	Action|Adventure|Romance|Sci-Fi|War
1193	1210	Wings of Desire (Der Himmel über Berlin) (1987)	Comedy|Drama|Romance
1194	1211	Third Man, The (1949)	Mystery|Thriller
1195	1212	GoodFellas (1990)	Crime|Drama
1196	1213	Alien (1979)	Action|Horror|Sci-Fi|Thriller
1197	1214	Army of Darkness (1993)	Action|Adventure|Comedy|Horror|Sci-Fi
1198	1215	Big Blue, The (Le Grand Bleu) (1988)	Adventure|Romance
1199	1216	Ran (1985)	Drama|War
1200	1217	Killer, The (Die xue shuang xiong) (1989)	Action|Thriller
1201	1218	Psycho (1960)	Horror|Thriller
1202	1219	Blues Brothers, The (1980)	Action|Comedy|Musical
1203	1220	Godfather: Part II, The (1974)	Action|Crime|Drama
1204	1221	Full Metal Jacket (1987)	Action|Drama|War
1205	1222	Grand Day Out, A (1992)	Animation|Comedy
1206	1223	Henry V (1989)	Drama|War
1207	1224	Amadeus (1984)	Drama
1208	1225	Quiet Man, The (1952)	Comedy|Romance
1209	1226	Once Upon a Time in America (1984)	Crime|Drama|Thriller
1210	1227	Raging Bull (1980)	Drama
1211	1229	Annie Hall (1977)	Comedy|Romance
1212	1230	Right Stuff, The (1983)	Drama
1213	1231	Stalker (1979)	Mystery|Sci-Fi
1214	1232	Boat, The (Das Boot) (1981)	Action|Drama|War
1215	1233	Sting, The (1973)	Comedy|Crime
1216	1234	Harold and Maude (1971)	Comedy
1217	1235	Trust (1990)	Comedy|Drama
1218	1236	Seventh Seal, The (Sjunde inseglet, Det) (1957)	Drama
1219	1237	Local Hero (1983)	Comedy
1220	1239	Terminator, The (1984)	Action|Sci-Fi|Thriller
1221	1240	Braindead (1992)	Comedy|Horror
1222	1241	Glory (1989)	Action|Drama|War
1223	1242	Rosencrantz and Guildenstern Are Dead (1990)	Comedy|Drama
1224	1243	Manhattan (1979)	Comedy|Drama|Romance
1225	1244	Miller's Crossing (1990)	Drama
1226	1245	Dead Poets Society (1989)	Drama
1227	1246	Graduate, The (1967)	Drama|Romance
1228	1247	Touch of Evil (1958)	Crime|Film-Noir|Thriller
1229	1248	Nikita (La Femme Nikita) (1990)	Thriller
1230	1249	Bridge on the River Kwai, The (1957)	Drama|War
1231	1250	8 1/2 (1963)	Drama
1232	1251	Chinatown (1974)	Film-Noir|Mystery|Thriller
1233	1252	Day the Earth Stood Still, The (1951)	Drama|Sci-Fi
1234	1253	Treasure of the Sierra Madre, The (1948)	Adventure
1235	1254	Bad Taste (1987)	Comedy|Horror
1236	1255	Duck Soup (1933)	Comedy|War
1237	1256	Better Off Dead... (1985)	Comedy
1238	1257	Shining, The (1980)	Horror
1239	1258	Stand by Me (1986)	Adventure|Comedy|Drama
1240	1259	M (1931)	Crime|Film-Noir|Thriller
1241	1260	Evil Dead II (Dead By Dawn) (1987)	Action|Adventure|Comedy|Horror
1242	1261	Great Escape, The (1963)	Adventure|War
1243	1262	Deer Hunter, The (1978)	Drama|War
1244	1263	Diva (1981)	Action|Drama|Mystery|Romance|Thriller
1245	1264	Groundhog Day (1993)	Comedy|Romance
1246	1265	Unforgiven (1992)	Western
1247	1266	Manchurian Candidate, The (1962)	Film-Noir|Thriller
1248	1267	Pump Up the Volume (1990)	Drama
1249	1268	Arsenic and Old Lace (1944)	Comedy|Mystery|Thriller
1250	1269	Back to the Future (1985)	Comedy|Sci-Fi
1251	1270	Fried Green Tomatoes (1991)	Drama
1252	1271	Patton (1970)	Drama|War
1253	1272	Down by Law (1986)	Comedy|Drama
1254	1273	Akira (1988)	Adventure|Animation|Sci-Fi|Thriller
1255	1274	Highlander (1986)	Action|Adventure
1256	1275	Cool Hand Luke (1967)	Comedy|Drama
1257	1276	Cyrano de Bergerac (1990)	Action|Drama|Romance
1258	1277	Young Frankenstein (1974)	Comedy|Horror
1259	1278	Night on Earth (1991)	Comedy|Drama
1260	1279	Raise the Red Lantern (1991)	Drama
1261	1280	Great Dictator, The (1940)	Comedy
1262	1281	Fantasia (1940)	Animation|Children's|Musical
1263	1282	High Noon (1952)	Western
1264	1283	Big Sleep, The (1946)	Film-Noir|Mystery
1265	1284	Heathers (1989)	Comedy
1266	1285	Somewhere in Time (1980)	Drama|Romance
1267	1286	Ben-Hur (1959)	Action|Adventure|Drama
1268	1287	This Is Spinal Tap (1984)	Comedy|Drama|Musical
1269	1288	Koyaanisqatsi (1983)	Documentary|War
1270	1289	Some Kind of Wonderful (1987)	Drama|Romance
1271	1290	Indiana Jones and the Last Crusade (1989)	Action|Adventure
1272	1291	Being There (1979)	Comedy
1273	1292	Gandhi (1982)	Drama
1274	1293	M*A*S*H (1970)	Comedy|War
1275	1294	Unbearable Lightness of Being, The (1988)	Drama
1276	1295	Room with a View, A (1986)	Drama|Romance
1277	1296	Real Genius (1985)	Comedy
1278	1297	Pink Floyd - The Wall (1982)	Drama|Musical|War
1279	1298	Killing Fields, The (1984)	Drama|War
1280	1299	My Life as a Dog (Mitt liv som hund) (1985)	Drama
1281	1300	Forbidden Planet (1956)	Sci-Fi
1282	1301	Field of Dreams (1989)	Drama
1283	1302	Man Who Would Be King, The (1975)	Adventure
1284	1303	Butch Cassidy and the Sundance Kid (1969)	Action|Comedy|Western
1285	1304	Paris, Texas (1984)	Drama
1286	1305	Until the End of the World (Bis ans Ende der Welt) (1991)	Drama|Sci-Fi
1287	1306	When Harry Met Sally... (1989)	Comedy|Romance
1288	1307	I Shot a Man in Vegas (1995)	Comedy
1289	1308	Parallel Sons (1995)	Drama|Romance
1290	1309	Hype! (1996)	Documentary
1291	1310	Santa with Muscles (1996)	Comedy
1292	1311	Female Perversions (1996)	Drama
1293	1312	Mad Dog Time (1996)	Crime
1294	1313	Breathing Room (1996)	Romance
1295	1314	Paris Was a Woman (1995)	Documentary
1296	1315	Anna (1996)	Drama
1297	1316	I'm Not Rappaport (1996)	Comedy
1298	1317	Blue Juice (1995)	Comedy|Drama
1299	1318	Kids of Survival (1993)	Documentary
1300	1319	Alien³ (1992)	Action|Horror|Sci-Fi|Thriller
1301	1320	American Werewolf in London, An (1981)	Horror
1302	1321	Amityville 1992: It's About Time (1992)	Horror
1303	1322	Amityville 3-D (1983)	Horror
1304	1323	Amityville: Dollhouse (1996)	Horror
1305	1324	Amityville: A New Generation (1993)	Horror
1306	1325	Amityville II: The Possession (1982)	Horror
1307	1326	Amityville Horror, The (1979)	Horror
1308	1327	Amityville Curse, The (1990)	Horror
1309	1328	Blood For Dracula (Andy Warhol's Dracula) (1974)	Horror
1310	1329	April Fool's Day (1986)	Comedy|Horror
1311	1330	Audrey Rose (1977)	Horror
1312	1331	Believers, The (1987)	Horror|Thriller
1313	1332	Birds, The (1963)	Horror
1314	1333	Blob, The (1958)	Horror|Sci-Fi
1315	1334	Blood Beach (1981)	Action|Horror
1316	1335	Body Parts (1991)	Horror
1317	1336	Body Snatcher, The (1945)	Horror
1318	1338	Bram Stoker's Dracula (1992)	Horror|Romance
1319	1339	Bride of Frankenstein (1935)	Horror
1320	1340	Burnt Offerings (1976)	Horror
1321	1341	Candyman (1992)	Horror
1322	1342	Cape Fear (1991)	Thriller
1323	1343	Cape Fear (1962)	Film-Noir|Thriller
1324	1344	Carrie (1976)	Horror
1325	1345	Cat People (1982)	Horror
1326	1346	Nightmare on Elm Street, A (1984)	Horror
1327	1347	Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)	Horror
1328	1348	Nosferatu a Venezia (1986)	Horror
1329	1349	Omen, The (1976)	Horror
1330	1350	Blood & Wine (1997)	Drama
1331	1351	Albino Alligator (1996)	Crime|Thriller
1332	1352	Mirror Has Two Faces, The (1996)	Comedy|Romance
1333	1353	Breaking the Waves (1996)	Drama
1334	1354	Nightwatch (1997)	Horror|Thriller
1335	1355	Star Trek: First Contact (1996)	Action|Adventure|Sci-Fi
1336	1356	Shine (1996)	Drama|Romance
1337	1357	Sling Blade (1996)	Drama|Thriller
1338	1358	Jingle All the Way (1996)	Adventure|Children's|Comedy
1339	1359	Identification of a Woman (Identificazione di una donna) (1982)	Drama
1340	1360	Paradise Lost: The Child Murders at Robin Hood Hills (1996)	Documentary
1341	1361	Garden of Finzi-Contini, The (Giardino dei Finzi-Contini, Il) (1970)	Drama
1342	1362	Preacher's Wife, The (1996)	Drama
1343	1363	Zero Kelvin (Kjærlighetens kjøtere) (1995)	Action
1344	1364	Ridicule (1996)	Drama
1345	1365	Crucible, The (1996)	Drama
1346	1366	101 Dalmatians (1996)	Children's|Comedy
1347	1367	Forbidden Christ, The (Cristo proibito, Il) (1950)	Drama
1348	1368	I Can't Sleep (J'ai pas sommeil) (1994)	Drama|Thriller
1349	1369	Die Hard 2 (1990)	Action|Thriller
1350	1370	Star Trek: The Motion Picture (1979)	Action|Adventure|Sci-Fi
1351	1371	Star Trek VI: The Undiscovered Country (1991)	Action|Adventure|Sci-Fi
1352	1372	Star Trek V: The Final Frontier (1989)	Action|Adventure|Sci-Fi
1353	1373	Star Trek: The Wrath of Khan (1982)	Action|Adventure|Sci-Fi
1354	1374	Star Trek III: The Search for Spock (1984)	Action|Adventure|Sci-Fi
1355	1375	Star Trek IV: The Voyage Home (1986)	Action|Adventure|Sci-Fi
1356	1376	Batman Returns (1992)	Action|Adventure|Comedy|Crime
1357	1377	Young Guns (1988)	Action|Comedy|Western
1358	1378	Young Guns II (1990)	Action|Comedy|Western
1359	1379	Grease (1978)	Comedy|Musical|Romance
1360	1380	Grease 2 (1982)	Comedy|Musical|Romance
1361	1381	Marked for Death (1990)	Action|Drama
1362	1382	Adrenalin: Fear the Rush (1996)	Action|Sci-Fi
1363	1383	Substance of Fire, The (1996)	Drama
1364	1384	Under Siege (1992)	Action
1365	1385	Terror in a Texas Town (1958)	Western
1366	1386	Jaws (1975)	Action|Horror
1367	1387	Jaws 2 (1978)	Action|Horror
1368	1388	Jaws 3-D (1983)	Action|Horror
1369	1389	My Fellow Americans (1996)	Comedy
1370	1390	Mars Attacks! (1996)	Action|Comedy|Sci-Fi|War
1371	1391	Citizen Ruth (1996)	Comedy|Drama
1372	1392	Jerry Maguire (1996)	Drama|Romance
1373	1393	Raising Arizona (1987)	Comedy
1374	1394	Tin Men (1987)	Comedy|Drama
1375	1395	Sneakers (1992)	Crime|Drama|Sci-Fi
1376	1396	Bastard Out of Carolina (1996)	Drama
1377	1397	In Love and War (1996)	Romance|War
1378	1398	Marvin's Room (1996)	Drama
1379	1399	Somebody is Waiting (1996)	Drama
1380	1400	Ghosts of Mississippi (1996)	Drama
1381	1403	Night Falls on Manhattan (1997)	Crime|Drama
1382	1404	Beavis and Butt-head Do America (1996)	Animation|Comedy
1383	1405	Cérémonie, La (1995)	Drama
1384	1406	Scream (1996)	Horror|Thriller
1385	1407	Last of the Mohicans, The (1992)	Action|Romance|War
1386	1408	Michael (1996)	Comedy|Romance
1387	1409	Evening Star, The (1996)	Comedy|Drama
1388	1410	Hamlet (1996)	Drama
1389	1411	Some Mother's Son (1996)	Drama
1390	1412	Whole Wide World, The (1996)	Drama
1391	1413	Mother (1996)	Comedy
1392	1414	Thieves (Voleurs, Les) (1996)	Crime|Drama|Romance
1393	1415	Evita (1996)	Drama|Musical
1394	1416	Portrait of a Lady, The (1996)	Drama
1395	1418	Walkabout (1971)	Drama
1396	1419	Message to Love: The Isle of Wight Festival (1996)	Documentary
1397	1420	Grateful Dead (1995)	Documentary
1398	1421	Murder at 1600 (1997)	Mystery|Thriller
1399	1422	Hearts and Minds (1996)	Drama
1400	1423	Inside (1996)	Action
1401	1424	Fierce Creatures (1997)	Comedy
1402	1425	Zeus and Roxanne (1997)	Children's
1403	1426	Turbulence (1997)	Thriller
1404	1427	Angel Baby (1995)	Drama
1405	1428	Jackie Chan's First Strike (1996)	Action
1406	1429	Underworld (1997)	Thriller
1407	1430	Beverly Hills Ninja (1997)	Action|Comedy
1408	1431	Metro (1997)	Action
1409	1432	Machine, The (1994)	Comedy|Horror
1410	1433	Stranger, The (1994)	Action
1411	1435	Falling in Love Again (1980)	Comedy
1412	1436	Cement Garden, The (1993)	Drama
1413	1437	Dante's Peak (1997)	Action|Thriller
1414	1438	Meet Wally Sparks (1997)	Comedy
1415	1439	Amos & Andrew (1993)	Comedy
1416	1440	Benny & Joon (1993)	Comedy|Romance
1417	1441	Prefontaine (1997)	Drama
1418	1442	Tickle in the Heart, A (1996)	Documentary
1419	1443	Guantanamera (1994)	Comedy
1420	1444	McHale's Navy (1997)	Comedy|War
1421	1445	Kolya (1996)	Comedy
1422	1446	Gridlock'd (1997)	Crime
1423	1447	Fire on the Mountain (1996)	Documentary
1424	1448	Waiting for Guffman (1996)	Comedy
1425	1449	Prisoner of the Mountains (Kavkazsky Plennik) (1996)	War
1426	1452	Beautician and the Beast, The (1997)	Comedy|Romance
1427	1453	SubUrbia (1997)	Comedy
1428	1454	Hotel de Love (1996)	Comedy|Romance
1429	1455	Pest, The (1997)	Comedy
1430	1456	Fools Rush In (1997)	Comedy|Romance
1431	1457	Touch (1997)	Romance
1432	1458	Absolute Power (1997)	Mystery|Thriller
1433	1459	That Darn Cat! (1997)	Children's|Comedy|Mystery
1434	1460	Vegas Vacation (1997)	Comedy
1435	1461	Unforgotten: Twenty-Five Years After Willowbrook (1996)	Documentary
1436	1462	That Old Feeling (1997)	Comedy|Romance
1437	1463	Lost Highway (1997)	Mystery
1438	1464	Rosewood (1997)	Drama
1439	1465	Donnie Brasco (1997)	Crime|Drama
1440	1466	Salut cousin! (1996)	Comedy|Drama
1441	1467	Booty Call (1997)	Comedy|Romance
1442	1469	Rhyme & Reason (1997)	Documentary
1443	1470	Boys Life 2 (1997)	Drama
1444	1471	City of Industry (1997)	Crime|Thriller
1445	1472	Best Men (1997)	Action|Comedy|Crime|Drama
1446	1473	Jungle2Jungle (a.k.a. Jungle 2 Jungle) (1997)	Children's|Comedy
1447	1474	Kama Sutra: A Tale of Love (1996)	Romance
1448	1475	Private Parts (1997)	Comedy|Drama
1449	1476	Love Jones (1997)	Romance
1450	1478	Saint, The (1997)	Action|Romance|Thriller
1451	1479	Smilla's Sense of Snow (1997)	Action|Drama|Thriller
1452	1481	Van, The (1996)	Comedy|Drama
1453	1482	Crash (1996)	Drama|Thriller
1454	1483	Daytrippers, The (1996)	Mystery
1455	1484	Liar Liar (1997)	Comedy
1456	1485	Quiet Room, The (1996)	Drama
1457	1486	Selena (1997)	Drama|Musical
1458	1487	Devil's Own, The (1997)	Action|Drama|Thriller|War
1459	1488	Cats Don't Dance (1997)	Animation|Children's|Musical
1460	1489	B*A*P*S (1997)	Comedy
1461	1492	Love and Other Catastrophes (1996)	Romance
1462	1493	Sixth Man, The (1997)	Comedy
1463	1494	Turbo: A Power Rangers Movie (1997)	Action|Adventure|Children's
1464	1495	Anna Karenina (1997)	Drama|Romance
1465	1496	Double Team (1997)	Action
1466	1497	Inventing the Abbotts (1997)	Drama|Romance
1467	1498	Anaconda (1997)	Action|Adventure|Thriller
1468	1499	Grosse Pointe Blank (1997)	Comedy|Crime
1469	1500	Keys to Tulsa (1997)	Crime
1470	1501	Kissed (1996)	Romance
1471	1502	8 Heads in a Duffel Bag (1997)	Comedy
1472	1503	Hollow Reed (1996)	Drama
1473	1506	Paradise Road (1997)	Drama|War
1474	1507	Traveller (1997)	Drama
1475	1508	All Over Me (1997)	Drama
1476	1509	Brother's Kiss, A (1997)	Drama
1477	1510	A Chef in Love (1996)	Comedy
1478	1512	Romy and Michele's High School Reunion (1997)	Comedy
1479	1513	Temptress Moon (Feng Yue) (1996)	Romance
1480	1514	Volcano (1997)	Drama|Thriller
1481	1515	Children of the Revolution (1996)	Comedy
1482	1516	Austin Powers: International Man of Mystery (1997)	Comedy
1483	1517	Breakdown (1997)	Action|Thriller
1484	1518	Broken English (1996)	Drama
1485	1519	Commandments (1997)	Romance
1486	1521	Ripe (1996)	Drama
1487	1522	Truth or Consequences, N.M. (1997)	Action|Crime|Romance
1488	1523	Turning, The (1992)	Drama
1489	1524	Warriors of Virtue (1997)	Action|Adventure|Children's|Fantasy
1490	1525	Fathers' Day (1997)	Comedy
1491	1526	Fifth Element, The (1997)	Action|Sci-Fi
1492	1527	Intimate Relations (1996)	Comedy
1493	1528	Nowhere (1997)	Drama
1494	1530	Losing Chase (1996)	Drama
1495	1531	Sprung (1997)	Comedy
1496	1532	Promise, The (La Promesse) (1996)	Drama
1497	1533	Bonheur, Le (1965)	Drama
1498	1534	Love! Valour! Compassion! (1997)	Drama|Romance
1499	1536	Shall We Dance? (Shall We Dansu?) (1996)	Comedy
1500	1537	Second Jungle Book: Mowgli & Baloo, The (1997)	Adventure|Children's
1501	1538	Twin Town (1997)	Comedy|Crime
1502	1540	Addicted to Love (1997)	Comedy|Romance
1503	1541	Brassed Off (1996)	Comedy|Drama|Romance
1504	1542	Designated Mourner, The (1997)	Drama
1505	1543	Lost World: Jurassic Park, The (1997)	Action|Adventure|Sci-Fi|Thriller
1506	1544	Ponette (1996)	Drama
1507	1545	Schizopolis (1996)	Comedy
1508	1546	Shiloh (1997)	Children's|Drama
1509	1547	War at Home, The (1996)	Drama
1510	1548	Rough Magic (1995)	Drama|Romance
1511	1549	Trial and Error (1997)	Comedy|Romance
1512	1550	Buddy (1997)	Adventure|Children's|Drama
1513	1551	Con Air (1997)	Action|Adventure|Thriller
1514	1552	Late Bloomers (1996)	Comedy
1515	1553	Pillow Book, The (1995)	Drama|Romance
1516	1554	To Have, or Not (1995)	Drama
