	user_emb_id	gender	age	occupation	zipcode	age_desc	occ_desc
1185	1185	M	18	19	98502	18-24	unemployed
1186	1186	F	1	0	90210	Under 18	other or not specified
1187	1187	M	45	7	72212	45-49	executive/managerial
1188	1188	M	25	0	85712	25-34	other or not specified
1189	1189	M	45	0	98031	45-49	other or not specified
1190	1190	F	35	0	98117	35-44	other or not specified
1191	1191	M	50	16	98103	50-55	self-employed
1192	1192	M	25	12	90712	25-34	programmer
1193	1193	F	25	1	95617	25-34	academic/educator
1194	1194	F	1	10	13907	Under 18	K-12 student
1195	1195	F	18	14	22203	18-24	sales/marketing
1196	1196	M	35	1	44077	35-44	academic/educator
1197	1197	M	1	10	49544	Under 18	K-12 student
1198	1198	M	50	13	77459	50-55	retired
1199	1199	M	1	0	97222	Under 18	other or not specified
1200	1200	M	18	4	84112-2004	18-24	college/grad student
1201	1201	M	35	12	97006	35-44	programmer
1202	1202	F	25	1	06417	25-34	academic/educator
1203	1203	M	25	7	95076	25-34	executive/managerial
1204	1204	F	56	0	46814	56+	other or not specified
1205	1205	F	50	7	33764	50-55	executive/managerial
1206	1206	M	50	0	43617	50-55	other or not specified
1207	1207	M	25	0	12590	25-34	other or not specified
1208	1208	M	35	7	94127	35-44	executive/managerial
1209	1209	M	25	17	27519	25-34	technician/engineer
1210	1210	M	18	4	10027	18-24	college/grad student
1211	1211	F	50	1	60089	50-55	academic/educator
1212	1212	M	50	0	91505	50-55	other or not specified
1213	1213	M	56	13	94558	56+	retired
1214	1214	M	35	17	23602	35-44	technician/engineer
1215	1215	M	25	2	90292	25-34	artist
1216	1216	M	25	12	94118	25-34	programmer
1217	1217	M	56	15	13207	56+	scientist
1218	1218	M	25	7	12206	25-34	executive/managerial
1219	1219	M	1	10	48073	Under 18	K-12 student
1220	1220	M	18	0	19134	18-24	other or not specified
1221	1221	M	35	0	52162	35-44	other or not specified
1222	1222	M	25	2	60102	25-34	artist
1223	1223	M	50	13	02125	50-55	retired
1224	1224	M	45	7	61081	45-49	executive/managerial
1225	1225	M	18	20	07087	18-24	writer
1226	1226	M	50	1	90027	50-55	academic/educator
1227	1227	M	25	1	94720	25-34	academic/educator
1228	1228	F	25	4	48219	25-34	college/grad student
1229	1229	M	25	11	95125	25-34	lawyer
1230	1230	M	25	12	60515	25-34	programmer
1231	1231	F	18	4	43235	18-24	college/grad student
1232	1232	F	45	20	94519	45-49	writer
1233	1233	M	18	4	91006	18-24	college/grad student
1234	1234	F	25	7	94043	25-34	executive/managerial
1235	1235	F	25	1	48316	25-34	academic/educator
1236	1236	M	18	4	32720	18-24	college/grad student
1237	1237	F	35	20	11215	35-44	writer
1238	1238	F	25	20	50111	25-34	writer
1239	1239	F	18	14	02144	18-24	sales/marketing
1240	1240	M	1	10	11803	Under 18	K-12 student
1241	1241	F	35	0	10014	35-44	other or not specified
1242	1242	M	35	15	92627	35-44	scientist
1243	1243	M	25	4	22030	25-34	college/grad student
1244	1244	M	25	17	80461	25-34	technician/engineer
1245	1245	M	18	4	98225	18-24	college/grad student
1246	1246	M	35	0	92649	35-44	other or not specified
1247	1247	F	35	20	94598	35-44	writer
1248	1248	M	35	2	94587	35-44	artist
1249	1249	M	50	0	10573	50-55	other or not specified
1250	1250	M	25	7	48188	25-34	executive/managerial
1251	1251	M	56	13	94134	56+	retired
1252	1252	F	35	20	76205	35-44	writer
1253	1253	F	18	1	02144	18-24	academic/educator
1254	1254	M	25	17	94110	25-34	technician/engineer
1255	1255	M	25	20	10002	25-34	writer
1256	1256	F	18	14	84101	18-24	sales/marketing
1257	1257	M	45	7	20879	45-49	executive/managerial
1258	1258	M	35	7	2020010	35-44	executive/managerial
1259	1259	M	25	17	28262	25-34	technician/engineer
1260	1260	M	18	4	40205	18-24	college/grad student
1261	1261	M	25	4	22903	25-34	college/grad student
1262	1262	M	1	10	81301	Under 18	K-12 student
1263	1263	M	25	1	53711	25-34	academic/educator
1264	1264	F	18	20	49321	18-24	writer
1265	1265	M	25	4	18104	25-34	college/grad student
1266	1266	M	25	15	12203	25-34	scientist
1267	1267	M	50	2	10028	50-55	artist
1268	1268	F	56	13	01234	56+	retired
1269	1269	M	25	6	12230	25-34	doctor/health care
1270	1270	F	45	6	54401	45-49	doctor/health care
1271	1271	M	18	20	49506	18-24	writer
1272	1272	M	35	2	19123	35-44	artist
1273	1273	M	45	7	37343	45-49	executive/managerial
1274	1274	M	50	17	39567	50-55	technician/engineer
1275	1275	M	35	17	94041	35-44	technician/engineer
1276	1276	F	18	0	06360	18-24	other or not specified
1277	1277	M	18	4	98312	18-24	college/grad student
1278	1278	M	35	1	98502	35-44	academic/educator
1279	1279	M	1	10	97801	Under 18	K-12 student
1280	1280	M	25	19	97209	25-34	unemployed
1281	1281	M	50	1	98541	50-55	academic/educator
1282	1282	F	18	1	94607	18-24	academic/educator
1283	1283	M	45	16	33334	45-49	self-employed
1284	1284	M	35	4	98125	35-44	college/grad student
1285	1285	M	35	17	92630	35-44	technician/engineer
1286	1286	F	50	7	94611	50-55	executive/managerial
1287	1287	F	35	19	92867	35-44	unemployed
1288	1288	M	45	6	78750	45-49	doctor/health care
1289	1289	M	35	0	91504	35-44	other or not specified
1290	1290	F	35	0	10011	35-44	other or not specified
1291	1291	M	25	7	94904	25-34	executive/managerial
1292	1292	M	25	5	60074	25-34	customer service
1293	1293	F	50	20	11217	50-55	writer
1294	1294	F	35	6	90036	35-44	doctor/health care
1295	1295	M	1	0	75244	Under 18	other or not specified
1296	1296	M	25	7	92109	25-34	executive/managerial
1297	1297	M	35	6	33615	35-44	doctor/health care
1298	1298	M	25	14	02038	25-34	sales/marketing
1299	1299	M	1	10	97201	Under 18	K-12 student
1300	1300	F	25	2	10475	25-34	artist
1301	1301	M	18	4	85282	18-24	college/grad student
1302	1302	M	25	19	94111	25-34	unemployed
1303	1303	M	25	14	97203	25-34	sales/marketing
1304	1304	M	45	20	94121	45-49	writer
1305	1305	M	25	3	64068	25-34	clerical/admin
1306	1306	M	56	13	75703	56+	retired
1307	1307	M	1	10	75082	Under 18	K-12 student
1308	1308	M	25	14	76051	25-34	sales/marketing
1309	1309	M	45	0	92866	45-49	other or not specified
1310	1310	M	18	10	90274	18-24	K-12 student
1311	1311	M	25	14	60153	25-34	sales/marketing
1312	1312	M	18	4	43214	18-24	college/grad student
1313	1313	F	18	4	68154	18-24	college/grad student
1314	1314	M	35	7	75214	35-44	executive/managerial
1315	1315	M	50	2	50310	50-55	artist
1316	1316	M	45	7	98028	45-49	executive/managerial
1317	1317	M	18	16	94014	18-24	self-employed
1318	1318	F	25	3	98626	25-34	clerical/admin
1319	1319	M	25	4	22030	25-34	college/grad student
1320	1320	F	25	14	34639	25-34	sales/marketing
1321	1321	M	56	0	94043	56+	other or not specified
1322	1322	F	35	2	11218	35-44	artist
1323	1323	M	35	16	07030	35-44	self-employed
1324	1324	M	25	1	75230	25-34	academic/educator
1325	1325	F	25	0	98115	25-34	other or not specified
1326	1326	M	1	10	12159	Under 18	K-12 student
1327	1327	M	35	14	60657	35-44	sales/marketing
1328	1328	M	18	14	60194	18-24	sales/marketing
1329	1329	M	56	1	95117	56+	academic/educator
1330	1330	M	45	0	12065	45-49	other or not specified
1331	1331	M	25	7	02840	25-34	executive/managerial
1332	1332	M	25	17	06460	25-34	technician/engineer
1333	1333	M	50	7	10805	50-55	executive/managerial
1334	1334	M	35	0	14228	35-44	other or not specified
1335	1335	F	50	20	95051	50-55	writer
1336	1336	M	56	17	97146	56+	technician/engineer
1337	1337	M	25	0	94108	25-34	other or not specified
1338	1338	M	35	18	85275	35-44	tradesman/craftsman
1339	1339	M	25	7	14302	25-34	executive/managerial
1340	1340	M	18	7	11434	18-24	executive/managerial
1341	1341	M	35	0	94560	35-44	other or not specified
1342	1342	M	35	14	91324	35-44	sales/marketing
1343	1343	F	25	9	43420	25-34	homemaker
1344	1344	F	25	2	75070	25-34	artist
1345	1345	M	35	20	27607	35-44	writer
1346	1346	F	18	1	11375	18-24	academic/educator
1347	1347	F	1	10	04240	Under 18	K-12 student
1348	1348	M	50	7	13088	50-55	executive/managerial
1349	1349	F	35	0	90278	35-44	other or not specified
1350	1350	F	25	17	98034	25-34	technician/engineer
1351	1351	M	35	20	94122	35-44	writer
1352	1352	M	1	10	95926	Under 18	K-12 student
1353	1353	F	25	2	94040	25-34	artist
1354	1354	F	45	20	04240	45-49	writer
1355	1355	F	18	4	91706	18-24	college/grad student
1356	1356	M	45	0	34116	45-49	other or not specified
1357	1357	M	35	17	49508	35-44	technician/engineer
1358	1358	M	35	1	10918	35-44	academic/educator
1359	1359	M	25	20	14895	25-34	writer
1360	1360	F	25	0	97401	25-34	other or not specified
1361	1361	M	35	12	75069	35-44	programmer
1362	1362	M	50	7	01915	50-55	executive/managerial
1363	1363	F	45	2	97214	45-49	artist
1364	1364	F	1	10	61665	Under 18	K-12 student
1365	1365	M	1	10	89509	Under 18	K-12 student
1366	1366	M	25	12	53707	25-34	programmer
1367	1367	F	25	3	50266	25-34	clerical/admin
1368	1368	M	25	5	12308	25-34	customer service
1369	1369	M	35	2	92821	35-44	artist
1370	1370	F	50	2	60657	50-55	artist
1371	1371	M	1	10	95123	Under 18	K-12 student
1372	1372	F	25	1	55104	25-34	academic/educator
1373	1373	M	50	1	91403	50-55	academic/educator
1374	1374	F	45	5	95136	45-49	customer service
1375	1375	F	45	1	32750	45-49	academic/educator
1376	1376	M	35	16	65270	35-44	self-employed
1377	1377	F	45	7	21044	45-49	executive/managerial
1378	1378	F	56	13	93448	56+	retired
1379	1379	M	1	10	58078	Under 18	K-12 student
1380	1380	M	18	11	89170	18-24	lawyer
1381	1381	F	45	1	92100	45-49	academic/educator
1382	1382	F	25	7	19806	25-34	executive/managerial
1383	1383	M	18	10	98058	18-24	K-12 student
1384	1384	F	25	5	90262	25-34	customer service
1385	1385	F	25	0	07026	25-34	other or not specified
1386	1386	F	50	13	94702	50-55	retired
1387	1387	M	56	20	87107	56+	writer
1388	1388	M	25	17	19801	25-34	technician/engineer
1389	1389	M	35	16	99352	35-44	self-employed
1390	1390	M	35	15	20723	35-44	scientist
1391	1391	M	45	3	90006	45-49	clerical/admin
1392	1392	M	18	4	06430	18-24	college/grad student
1393	1393	F	25	3	94117	25-34	clerical/admin
1394	1394	M	25	2	07026	25-34	artist
1395	1395	F	25	12	94530	25-34	programmer
1396	1396	M	35	7	55901	35-44	executive/managerial
1397	1397	F	56	16	94904	56+	self-employed
1398	1398	M	18	17	10804	18-24	technician/engineer
1399	1399	M	25	7	92130	25-34	executive/managerial
1400	1400	F	18	1	94578	18-24	academic/educator
1401	1401	M	18	4	90601	18-24	college/grad student
1402	1402	F	25	0	53713	25-34	other or not specified
1403	1403	M	50	16	91360	50-55	self-employed
1404	1404	M	56	13	33445	56+	retired
1405	1405	M	25	4	91911	25-34	college/grad student
1406	1406	F	35	15	53704	35-44	scientist
1407	1407	M	25	0	90046	25-34	other or not specified
1408	1408	M	18	4	97215	18-24	college/grad student
1409	1409	M	50	7	94404	50-55	executive/managerial
1410	1410	M	35	1	08107	35-44	academic/educator
1411	1411	M	25	17	94089	25-34	technician/engineer
1412	1412	M	18	3	98122	18-24	clerical/admin
1413	1413	M	18	4	85035	18-24	college/grad student
1414	1414	M	45	14	22901	45-49	sales/marketing
1415	1415	M	25	14	98101	25-34	sales/marketing
1416	1416	M	35	16	10472	35-44	self-employed
1417	1417	M	18	4	48197	18-24	college/grad student
1418	1418	F	25	1	95336	25-34	academic/educator
1419	1419	M	18	4	01375	18-24	college/grad student
1420	1420	F	1	10	53704	Under 18	K-12 student
1421	1421	M	35	17	55934	35-44	technician/engineer
1422	1422	M	25	4	08540	25-34	college/grad student
1423	1423	M	35	0	28209	35-44	other or not specified
1424	1424	M	1	10	08872	Under 18	K-12 student
1425	1425	M	18	14	94070	18-24	sales/marketing
1426	1426	M	25	12	21401	25-34	programmer
1427	1427	F	45	11	40204	45-49	lawyer
1428	1428	F	35	3	11229	35-44	clerical/admin
1429	1429	M	18	4	97215	18-24	college/grad student
1430	1430	M	56	6	91011	56+	doctor/health care
1431	1431	M	35	1	94549	35-44	academic/educator
1432	1432	F	18	14	49505	18-24	sales/marketing
1433	1433	F	1	10	495321	Under 18	K-12 student
1434	1434	M	25	14	48103	25-34	sales/marketing
1435	1435	F	50	6	97005	50-55	doctor/health care
1436	1436	M	50	3	89102	50-55	clerical/admin
1437	1437	M	18	2	21222	18-24	artist
1438	1438	M	35	3	98037	35-44	clerical/admin
1439	1439	M	35	12	94520	35-44	programmer
1440	1440	M	35	16	54729	35-44	self-employed
1441	1441	M	18	2	12345	18-24	artist
1442	1442	M	35	2	98055	35-44	artist
1443	1443	F	25	4	91106	25-34	college/grad student
1444	1444	M	25	2	98109	25-34	artist
1445	1445	M	35	12	10128	35-44	programmer
1446	1446	M	18	4	80521	18-24	college/grad student
1447	1447	F	25	3	17522	25-34	clerical/admin
1448	1448	M	35	20	17112	35-44	writer
1449	1449	M	18	4	94704	18-24	college/grad student
1450	1450	M	35	20	90012	35-44	writer
1451	1451	F	56	13	90732	56+	retired
1452	1452	M	25	14	19444	25-34	sales/marketing
1453	1453	M	18	4	93117	18-24	college/grad student
1454	1454	F	45	0	92126	45-49	other or not specified
1455	1455	M	25	2	98074	25-34	artist
1456	1456	M	25	1	95472	25-34	academic/educator
1457	1457	M	1	0	08055	Under 18	other or not specified
1458	1458	F	25	0	80027	25-34	other or not specified
1459	1459	F	18	4	95132	18-24	college/grad student
1460	1460	F	45	0	94115	45-49	other or not specified
1461	1461	M	35	16	95405	35-44	self-employed
1462	1462	M	50	16	92612-3417	50-55	self-employed
1463	1463	M	35	12	75063	35-44	programmer
1464	1464	M	50	16	93003	50-55	self-employed
1465	1465	M	18	4	29201	18-24	college/grad student
1466	1466	M	25	5	97007	25-34	customer service
1467	1467	M	1	14	19147	Under 18	sales/marketing
1468	1468	M	56	20	95420	56+	writer
1469	1469	M	18	4	94118	18-24	college/grad student
1470	1470	M	25	17	11106	25-34	technician/engineer
1471	1471	M	25	7	90248	25-34	executive/managerial
1472	1472	M	25	14	06511	25-34	sales/marketing
1473	1473	M	25	4	98115	25-34	college/grad student
1474	1474	F	25	2	75075	25-34	artist
1475	1475	F	18	0	91030	18-24	other or not specified
1476	1476	F	45	1	90601	45-49	academic/educator
1477	1477	M	1	10	92620	Under 18	K-12 student
1478	1478	F	50	2	94501	50-55	artist
1479	1479	M	25	20	91367	25-34	writer
1480	1480	M	35	17	77096	35-44	technician/engineer
1481	1481	M	25	7	94132	25-34	executive/managerial
1482	1482	M	18	4	54481	18-24	college/grad student
1483	1483	M	25	12	07054	25-34	programmer
1484	1484	F	25	9	80538	25-34	homemaker
1485	1485	M	25	16	90638	25-34	self-employed
1486	1486	M	35	7	07644	35-44	executive/managerial
1487	1487	M	25	7	94538	25-34	executive/managerial
1488	1488	F	35	2	60201	35-44	artist
1489	1489	M	50	7	90505	50-55	executive/managerial
1490	1490	M	18	4	06511	18-24	college/grad student
1491	1491	M	25	12	98102	25-34	programmer
1492	1492	F	25	14	60657	25-34	sales/marketing
1493	1493	M	25	17	38104	25-34	technician/engineer
1494	1494	M	18	0	77341	18-24	other or not specified
1495	1495	M	25	17	94108	25-34	technician/engineer
1496	1496	M	50	5	80220	50-55	customer service
1497	1497	M	18	4	02139	18-24	college/grad student
1498	1498	M	1	10	19343	Under 18	K-12 student
1499	1499	M	25	17	98115	25-34	technician/engineer
1500	1500	M	25	11	75801	25-34	lawyer
1501	1501	M	18	4	12188	18-24	college/grad student
1502	1502	M	25	12	92688	25-34	programmer
1503	1503	M	18	19	22030	18-24	unemployed
1504	1504	M	50	11	90041	50-55	lawyer
1505	1505	M	25	7	08550	25-34	executive/managerial
1506	1506	M	35	17	95476	35-44	technician/engineer
1507	1507	F	1	10	94539	Under 18	K-12 student
1508	1508	M	1	0	11803	Under 18	other or not specified
1509	1509	F	25	1	48067	25-34	academic/educator
1510	1510	M	35	12	08902	35-44	programmer
1511	1511	M	25	20	11102	25-34	writer
1512	1512	F	35	16	95003	35-44	self-employed
1513	1513	M	18	4	97215	18-24	college/grad student
1514	1514	M	25	16	48324	25-34	self-employed
1515	1515	F	25	12	53154	25-34	programmer
1516	1516	M	18	0	10002	18-24	other or not specified
1517	1517	M	25	2	95831	25-34	artist
1518	1518	M	18	4	38120	18-24	college/grad student
1519	1519	M	25	17	94506	25-34	technician/engineer
1520	1520	F	25	7	08902	25-34	executive/managerial
1521	1521	M	35	20	10025	35-44	writer
1522	1522	M	25	17	95209	25-34	technician/engineer
1523	1523	M	18	4	06459	18-24	college/grad student
1524	1524	F	25	16	94706	25-34	self-employed
1525	1525	M	56	17	80538	56+	technician/engineer
1526	1526	M	18	10	78230	18-24	K-12 student
1527	1527	M	25	15	94903	25-34	scientist
1528	1528	M	18	4	97266	18-24	college/grad student
1529	1529	M	25	4	53711	25-34	college/grad student
1530	1530	M	45	17	60462	45-49	technician/engineer
1531	1531	M	18	14	43613	18-24	sales/marketing
1532	1532	M	45	1	71711	45-49	academic/educator
1533	1533	M	50	12	12184	50-55	programmer
1534	1534	F	18	20	90036	18-24	writer
1535	1535	F	35	3	83001	35-44	clerical/admin
1536	1536	M	18	20	02446	18-24	writer
1537	1537	M	25	3	22601	25-34	clerical/admin
1538	1538	M	25	3	02359	25-34	clerical/admin
1539	1539	M	45	0	97214	45-49	other or not specified
1540	1540	M	56	17	23464-3016	56+	technician/engineer
1541	1541	M	18	17	12054	18-24	technician/engineer
1542	1542	M	25	11	10549	25-34	lawyer
1543	1543	M	25	12	63146	25-34	programmer
1544	1544	M	25	20	20009	25-34	writer
1545	1545	M	25	4	22903	25-34	college/grad student
1546	1546	M	56	13	02115	56+	retired
1547	1547	M	35	1	53703	35-44	academic/educator
1548	1548	M	35	6	20901	35-44	doctor/health care
1549	1549	M	18	4	11580	18-24	college/grad student
1550	1550	M	25	11	20008	25-34	lawyer
1551	1551	M	45	20	10021	45-49	writer
1552	1552	F	25	15	64116	25-34	scientist
1553	1553	F	35	12	17013	35-44	programmer
1554	1554	F	18	0	20008	18-24	other or not specified
1555	1555	M	18	4	48073	18-24	college/grad student
1556	1556	F	18	4	10039	18-24	college/grad student
1557	1557	M	18	6	60611	18-24	doctor/health care
1558	1558	M	35	8	10014	35-44	farmer
1559	1559	F	25	3	85226	25-34	clerical/admin
1560	1560	F	18	4	11214	18-24	college/grad student
1561	1561	M	18	20	43611	18-24	writer
1562	1562	F	1	10	87123	Under 18	K-12 student
1563	1563	M	50	1	01096	50-55	academic/educator
1564	1564	M	45	17	78731	45-49	technician/engineer
1565	1565	M	35	16	77550	35-44	self-employed
1566	1566	M	25	12	06511	25-34	programmer
1567	1567	F	1	10	94086	Under 18	K-12 student
1568	1568	F	56	13	07701	56+	retired
1569	1569	M	18	17	75093	18-24	technician/engineer
1570	1570	M	25	20	98033	25-34	writer
1571	1571	F	25	3	02155	25-34	clerical/admin
1572	1572	M	1	0	77479	Under 18	other or not specified
1573	1573	M	25	6	81007	25-34	doctor/health care
1574	1574	F	50	7	94949	50-55	executive/managerial
1575	1575	F	45	9	85202	45-49	homemaker
1576	1576	M	56	0	72227-5733	56+	other or not specified
1577	1577	M	18	4	22201	18-24	college/grad student
1578	1578	M	25	0	60201	25-34	other or not specified
1579	1579	F	18	4	76201	18-24	college/grad student
1580	1580	F	18	4	10003	18-24	college/grad student
1581	1581	M	18	0	10705	18-24	other or not specified
1582	1582	M	35	6	94115	35-44	doctor/health care
1583	1583	M	25	19	45701	25-34	unemployed
1584	1584	M	56	20	92315	56+	writer
1585	1585	M	45	7	77351	45-49	executive/managerial
1586	1586	F	25	3	30308	25-34	clerical/admin
1587	1587	M	25	11	22043	25-34	lawyer
1588	1588	M	25	0	95136	25-34	other or not specified
1589	1589	M	35	1	95003	35-44	academic/educator
1590	1590	M	50	7	26501	50-55	executive/managerial
1591	1591	M	35	7	50111	35-44	executive/managerial
1592	1592	M	25	16	78411	25-34	self-employed
1593	1593	F	35	20	10013	35-44	writer
1594	1594	M	35	1	92683-1892	35-44	academic/educator
1595	1595	F	18	5	48108	18-24	customer service
1596	1596	M	25	12	10002	25-34	programmer
1597	1597	M	35	13	76548	35-44	retired
1598	1598	M	25	0	92646	25-34	other or not specified
1599	1599	M	35	7	08234	35-44	executive/managerial
1600	1600	M	25	12	83001	25-34	programmer
1601	1601	F	25	7	10562	25-34	executive/managerial
1602	1602	F	25	0	13326	25-34	other or not specified
1603	1603	M	25	11	50111	25-34	lawyer
1604	1604	F	18	0	28270	18-24	other or not specified
1605	1605	F	35	3	55405	35-44	clerical/admin
1606	1606	M	45	1	02135	45-49	academic/educator
1607	1607	M	25	11	75230	25-34	lawyer
1608	1608	F	35	9	06830	35-44	homemaker
1609	1609	M	25	11	55555	25-34	lawyer
1610	1610	M	25	0	03867	25-34	other or not specified
1611	1611	M	25	17	11354	25-34	technician/engineer
1612	1612	M	18	20	61801	18-24	writer
1613	1613	M	35	0	90027	35-44	other or not specified
1614	1614	F	45	7	10022	45-49	executive/managerial
1615	1615	M	25	0	16101	25-34	other or not specified
1616	1616	M	25	12	44060	25-34	programmer
1617	1617	M	50	0	44139	50-55	other or not specified
1618	1618	M	50	3	48843	50-55	clerical/admin
1619	1619	M	25	20	48009	25-34	writer
1620	1620	M	25	4	11423	25-34	college/grad student
1621	1621	M	18	4	53715	18-24	college/grad student
1622	1622	M	50	15	07746	50-55	scientist
1623	1623	M	25	0	06810	25-34	other or not specified
1624	1624	M	45	0	04330	45-49	other or not specified
1625	1625	M	18	4	10010	18-24	college/grad student
1626	1626	M	18	17	91505	18-24	technician/engineer
1627	1627	M	18	20	90028	18-24	writer
1628	1628	M	18	4	10003	18-24	college/grad student
1629	1629	M	45	17	91355	45-49	technician/engineer
1630	1630	F	50	0	94514	50-55	other or not specified
1631	1631	M	25	16	94120	25-34	self-employed
1632	1632	F	45	7	99701	45-49	executive/managerial
1633	1633	F	56	0	38340	56+	other or not specified
1634	1634	M	25	0	97212	25-34	other or not specified
1635	1635	F	25	19	60612	25-34	unemployed
1636	1636	M	56	0	90049	56+	other or not specified
1637	1637	F	18	17	95405	18-24	technician/engineer
1638	1638	M	25	17	95405	25-34	technician/engineer
1639	1639	M	35	17	95610	35-44	technician/engineer
1640	1640	M	25	0	95819	25-34	other or not specified
1641	1641	M	50	13	62002	50-55	retired
1642	1642	M	45	2	90813	45-49	artist
1643	1643	M	18	12	90210	18-24	programmer
1644	1644	F	18	9	62225	18-24	homemaker
1645	1645	M	25	20	90046	25-34	writer
1646	1646	M	18	18	98118	18-24	tradesman/craftsman
1647	1647	M	50	14	85202	50-55	sales/marketing
1648	1648	M	18	19	98034	18-24	unemployed
1649	1649	M	25	19	94607	25-34	unemployed
1650	1650	M	25	12	94520	25-34	programmer
1651	1651	M	25	16	98208	25-34	self-employed
1652	1652	M	18	0	94044	18-24	other or not specified
1653	1653	F	45	0	94114	45-49	other or not specified
1654	1654	M	18	4	94507	18-24	college/grad student
1655	1655	M	25	17	94122	25-34	technician/engineer
1656	1656	F	45	0	10022	45-49	other or not specified
1657	1657	F	35	6	94214	35-44	doctor/health care
1658	1658	F	18	9	99703	18-24	homemaker
1659	1659	F	25	2	94577	25-34	artist
1660	1660	M	35	7	80526	35-44	executive/managerial
1661	1661	M	25	12	94121	25-34	programmer
1662	1662	M	18	4	77845	18-24	college/grad student
1663	1663	F	18	4	76707	18-24	college/grad student
1664	1664	M	45	17	87505	45-49	technician/engineer
1665	1665	M	25	14	15241	25-34	sales/marketing
1666	1666	M	50	16	98516	50-55	self-employed
1667	1667	M	35	2	95602	35-44	artist
1668	1668	F	25	17	75006	25-34	technician/engineer
1669	1669	F	56	13	95320	56+	retired
1670	1670	M	35	0	98368	35-44	other or not specified
1671	1671	M	25	17	93933	25-34	technician/engineer
1672	1672	M	1	10	98043-3621	Under 18	K-12 student
1673	1673	M	35	2	95816	35-44	artist
1674	1674	F	25	6	97116	25-34	doctor/health care
1675	1675	M	18	4	91301	18-24	college/grad student
1676	1676	M	18	14	97123	18-24	sales/marketing
1677	1677	F	18	17	97070	18-24	technician/engineer
1678	1678	M	25	12	98052	25-34	programmer
1679	1679	M	25	20	95380	25-34	writer
1680	1680	M	18	4	78705	18-24	college/grad student
1681	1681	M	25	2	98102	25-34	artist
1682	1682	F	25	7	98109	25-34	executive/managerial
1683	1683	M	18	3	85226	18-24	clerical/admin
1684	1684	M	35	12	95833	35-44	programmer
1685	1685	M	35	12	94062	35-44	programmer
1686	1686	M	25	3	85013	25-34	clerical/admin
1687	1687	F	18	4	34243	18-24	college/grad student
1688	1688	M	35	5	98465	35-44	customer service
1689	1689	M	35	16	98029	35-44	self-employed
1690	1690	F	25	17	85301	25-34	technician/engineer
1691	1691	M	35	20	97333	35-44	writer
1692	1692	M	25	12	98684	25-34	programmer
1693	1693	M	25	12	98116	25-34	programmer
1694	1694	M	25	1	97206	25-34	academic/educator
1695	1695	M	35	7	95765	35-44	executive/managerial
1696	1696	F	18	4	98052	18-24	college/grad student
1697	1697	M	35	2	97214	35-44	artist
1698	1698	F	25	19	98102	25-34	unemployed
1699	1699	M	25	20	98119	25-34	writer
1700	1700	F	25	4	97233	25-34	college/grad student
1701	1701	M	18	10	97303	18-24	K-12 student
1702	1702	M	18	15	77047	18-24	scientist
1703	1703	M	25	4	98926	25-34	college/grad student
1704	1704	F	18	4	85033	18-24	college/grad student
1705	1705	M	25	20	19134	25-34	writer
1706	1706	M	50	1	95070	50-55	academic/educator
1707	1707	M	25	0	64106	25-34	other or not specified
1708	1708	M	25	0	73147	25-34	other or not specified
1709	1709	M	18	0	94530	18-24	other or not specified
1710	1710	F	18	4	30134	18-24	college/grad student
1711	1711	M	25	0	73003	25-34	other or not specified
1712	1712	M	25	0	47421	25-34	other or not specified
1713	1713	M	25	17	43212	25-34	technician/engineer
1714	1714	M	25	16	53406	25-34	self-employed
1715	1715	M	25	0	43229	25-34	other or not specified
1716	1716	F	50	6	30307	50-55	doctor/health care
1717	1717	M	18	4	43235	18-24	college/grad student
1718	1718	M	18	16	60523	18-24	self-employed
1719	1719	M	18	4	94720	18-24	college/grad student
1720	1720	M	18	19	70043	18-24	unemployed
1721	1721	M	35	0	72058	35-44	other or not specified
1722	1722	M	35	17	60103	35-44	technician/engineer
1723	1723	M	18	4	00961	18-24	college/grad student
1724	1724	M	18	19	67218	18-24	unemployed
1725	1725	M	25	2	60160	25-34	artist
1726	1726	M	35	16	50317	35-44	self-employed
1727	1727	M	18	4	11710-1641	18-24	college/grad student
1728	1728	M	25	7	53715	25-34	executive/managerial
1729	1729	F	18	4	60137	18-24	college/grad student
1730	1730	F	18	0	91601	18-24	other or not specified
1731	1731	M	18	4	13655	18-24	college/grad student
1732	1732	M	18	14	43725	18-24	sales/marketing
1733	1733	M	45	17	94602	45-49	technician/engineer
1734	1734	M	18	20	30605	18-24	writer
1735	1735	M	56	8	00606	56+	farmer
1736	1736	M	35	20	46614	35-44	writer
1737	1737	M	35	16	30034	35-44	self-employed
1738	1738	M	56	16	77079	56+	self-employed
1739	1739	M	56	1	96153	56+	academic/educator
1740	1740	M	35	7	91107	35-44	executive/managerial
1741	1741	M	25	15	08109	25-34	scientist
1742	1742	M	35	17	77566	35-44	technician/engineer
1743	1743	M	35	12	50325	35-44	programmer
1744	1744	M	45	0	94114	45-49	other or not specified
1745	1745	M	25	4	33157	25-34	college/grad student
1746	1746	M	25	0	90638	25-34	other or not specified
1747	1747	M	50	1	04240	50-55	academic/educator
1748	1748	M	25	2	10040	25-34	artist
1749	1749	M	50	5	10128	50-55	customer service
1750	1750	M	35	20	77024	35-44	writer
1751	1751	M	25	3	96813	25-34	clerical/admin
1752	1752	M	35	6	90803	35-44	doctor/health care
